Gene_x	Gene_y	Chromosomal_distance_bp	Remove_by_Chromosomal_distance_or_SameGene	Type_of_gene_x	Type_of_gene_y	SOJ_E_NoMMS	SOJ_E_MMS	SOJ_E_SnsM.N	SOJ_Class_NoMMS	SOJ_Class_MMS	GIS_xy.NoDrug	GIS_xy.DMSO	GIS_xy.MMS	GIS_xy.4NQO	GIS_xy.BLMC	GIS_xy.ZEOC	GIS_xy.HYDX	GIS_xy.DXRB	GIS_xy.CSPL	W_x.NoDrug	W_x.DMSO	W_x.MMS	W_x.4NQO	W_x.BLMC	W_x.ZEOC	W_x.HYDX	W_x.DXRB	W_x.CSPL	W_y.NoDrug	W_y.DMSO	W_y.MMS	W_y.4NQO	W_y.BLMC	W_y.ZEOC	W_y.HYDX	W_y.DXRB	W_y.CSPL	W_xy.NoDrug	W_xy.DMSO	W_xy.MMS	W_xy.4NQO	W_xy.BLMC	W_xy.ZEOC	W_xy.HYDX	W_xy.DXRB	W_xy.CSPL	W_x_SE.NoDrug	W_x_SE.DMSO	W_x_SE.MMS	W_x_SE.4NQO	W_x_SE.BLMC	W_x_SE.ZEOC	W_x_SE.HYDX	W_x_SE.DXRB	W_x_SE.CSPL	W_y_SE.NoDrug	W_y_SE.DMSO	W_y_SE.MMS	W_y_SE.4NQO	W_y_SE.BLMC	W_y_SE.ZEOC	W_y_SE.HYDX	W_y_SE.DXRB	W_y_SE.CSPL	W_xy_SE.NoDrug	W_xy_SE.DMSO	W_xy_SE.MMS	W_xy_SE.4NQO	W_xy_SE.BLMC	W_xy_SE.ZEOC	W_xy_SE.HYDX	W_xy_SE.DXRB	W_xy_SE.CSPL	SE_GIS_xy.NoDrug	SE_GIS_xy.DMSO	SE_GIS_xy.MMS	SE_GIS_xy.4NQO	SE_GIS_xy.BLMC	SE_GIS_xy.ZEOC	SE_GIS_xy.HYDX	SE_GIS_xy.DXRB	SE_GIS_xy.CSPL	Z_GIS_xy.NoDrug	Z_GIS_xy.DMSO	Z_GIS_xy.MMS	Z_GIS_xy.4NQO	Z_GIS_xy.BLMC	Z_GIS_xy.ZEOC	Z_GIS_xy.HYDX	Z_GIS_xy.DXRB	Z_GIS_xy.CSPL	FDR.neutral_xy.NoDrug	FDR.neutral_xy.DMSO	FDR.neutral_xy.MMS	FDR.neutral_xy.4NQO	FDR.neutral_xy.BLMC	FDR.neutral_xy.ZEOC	FDR.neutral_xy.HYDX	FDR.neutral_xy.DXRB	FDR.neutral_xy.CSPL	Z_GIS_xy.NoDrug_Class	Z_GIS_xy.DMSO_Class	Z_GIS_xy.MMS_Class	Z_GIS_xy.4NQO_Class	Z_GIS_xy.BLMC_Class	Z_GIS_xy.ZEOC_Class	Z_GIS_xy.HYDX_Class	Z_GIS_xy.DXRB_Class	Z_GIS_xy.CSPL_Class
CSM3	MMS1	NA	no	DNA_repair	DNA_repair	0.001128	0.063536	0.08239716	NEUTRAL	NEUTRAL	-0.0463491629909333	-0.0695736613664973	-0.0113765327454481	-0.0492543250940432	-0.0925812800516993	-0.12916748616113	-0.0164061663542671	-0.0543835356159528	-0.166765527385673	0.922337649705068	0.871307204944414	0.780491692671428	0.836854714566971	0.979786111452953	0.946180253161787	0.93466110903179	0.807175487759435	0.907208882940297	0.90272784600874	0.843545205017952	0.79007691267818	0.793702283016047	0.957608271390288	0.906648319378403	0.908819842741753	0.797575592858047	0.874459539919382	0.780467950701425	0.661263456157319	0.603431390675212	0.614791354921556	0.847626701508643	0.742475562155761	0.839271759052803	0.583015896456718	0.623620629755414	0.0167911767893914	0.0224498210196798	0.0246800316849051	0.0274731796935422	0.0317087802008605	0.0352644982405177	0.0244464861632362	0.0242963598870137	0.0221150611237443	0.0165759414925444	0.0216485390338622	0.0223554110187967	0.0248110386850152	0.031155362646557	0.0326695364684492	0.0240151000106788	0.026454883215726	0.0232142471772192	0.00683546835347781	0.00731809776923738	0.00926365964390292	0.010879856725853	0.0121160046100013	0.0124268780714122	0.0102632981674788	0.0122720382009951	0.0101127443231434	0.0225504062786781	0.0275651923369388	0.0276970852977748	0.0318799410197873	0.0445986760525672	0.0460065868805512	0.0331479044662146	0.0312729433335156	0.030227462795305	-2.05535822362355	-2.523967927235	-0.410748373813979	-1.54499423519862	-2.07587507625958	-2.80758680265704	-0.494938265886121	-1.73899639173615	-5.5170203504998	1.0350078359763e-12	6.52048750204075e-21	0.107653223051397	3.78004000025201e-05	6.69495458332515e-06	6.21088097371741e-17	0.0241693196955408	1.4277322511407e-08	1.10315572926248e-73	Expected	Expected	Expected	Expected	Negative	Negative	Expected	Expected	Negative
FLO8	MMS1	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	NA	0.0208096871499232	0.0222222657050178	0.0216901738195564	0.0212782856646588	0.0192374007976697	0.00462536350424387	0.00327923168208991	0.00954427643229436	0.020303190703779	0.91139610386278	0.859446003204511	0.770208368779779	0.831287825469081	0.958041285413384	0.930495161193473	0.929340047732517	0.798505559522159	0.903235228331986	0.986361318099508	0.982130334354847	0.959654256456019	0.974081392988764	1.01488915451333	1.02182987207242	1.00883931426031	0.972836504115077	0.990198718415346	0.911454482853885	0.855787803263281	0.747355826774809	0.823194424981407	0.994957360387076	0.964899094185466	0.948449774366265	0.771006855541521	0.905563753803232	0.0182751520536434	0.0244707634619934	0.0268639022774082	0.0297433993286996	0.0345529322574075	0.0384666600321452	0.0261090447174236	0.0263565873979746	0.0242553286561799	0.0186984968165555	0.025491682208155	0.0280564255970536	0.0304368108963476	0.0376766718838859	0.0391153891653969	0.0287329755754223	0.0311066066339466	0.0284837575268959	0.00747853430104232	0.00797170860800531	0.0100198190745751	0.0117967273378467	0.0131417531327339	0.0134514016347973	0.0111393742605029	0.0133351868709136	0.0109874047039566	0.0259085798880083	0.0333146426421312	0.034925004685649	0.0401453011841767	0.0518798421751766	0.0550819959114125	0.03909902143177	0.0380007400946408	0.036692721569132	0.803196749488958	0.667041995429197	0.621049990251514	0.530031785464486	0.370806848885796	0.0839723293920353	0.0838699169955534	0.251160277629445	0.553330192897416	0.394062242337363	0.318542395032622	0.297324664408315	0.00860017689121889	0.749733518326108	0.495937923854828	0.762182460553187	0.627285106298441	0.0738611971346845	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected
GAL2	MMS1	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	NA	-0.0131526716449601	-0.0164614339964493	-0.0164931290416045	-0.0130549201966838	-0.000807000405835711	-0.00876336108018046	0.00147210118779398	-0.0183398348325014	-0.00959998763303833	0.90593891788757	0.854172221922403	0.765035821084054	0.82542982948211	0.946979116177418	0.920879666576565	0.921527278405482	0.794225137359393	0.894121065996414	0.992774932271126	0.989234460364969	0.9682821098198	0.976485161856193	1.00650800735491	1.00842775154353	1.00374629080061	0.977013968831956	0.994505809232461	0.881365507112739	0.819196874101897	0.71300228112069	0.787429198770135	0.954477920048388	0.929439635572366	0.921348312738667	0.750459863480256	0.871949989637537	0.0183583065734349	0.024453097768256	0.0268194099162311	0.0297095122518137	0.0340514819937875	0.0386570531405309	0.0264851626345483	0.0262788203866396	0.024193743678561	0.0185655848826459	0.0247636381965622	0.0268515202119607	0.0303971730105639	0.0380160620797406	0.03839355953432	0.0289327449526704	0.0311644439036782	0.0272697608123705	0.00747826416288867	0.00794895002927383	0.0100338106495285	0.0117497517763416	0.0130904074106254	0.0134958940812674	0.0111426599201612	0.0132364758433413	0.0109981623595103	0.0259038961111168	0.0329961202296034	0.0345257687973642	0.0400617109947091	0.0513760621987312	0.0542125342864267	0.0392163485249443	0.0379697670317302	0.0358849852965537	-0.507748779895528	-0.498889987122803	-0.477704903210255	-0.325870260469104	-0.0157077123333061	-0.161648246028863	0.0375379463709535	-0.483011518537243	-0.267521013418397	0.0948911605336453	0.0200425210779434	0.308095417082543	0.497737986903901	0.560854469082557	0.0851750240787744	0.33558117503564	0.0884260460925803	0.113913527056056	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected
HO	MMS1	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	NA	0.00798200654244553	0.0140714561814809	0.0132068214828234	0.00439530590697618	-0.00581468979610426	-0.0361834116074512	-0.0171482523540577	0.021714905996923	0.000876176257933669	0.913065620118717	0.864177985818435	0.776155741772122	0.837643237512491	0.956761292657723	0.938157959534983	0.931211291790499	0.804477283126782	0.906008913114699	1.00854665571637	1.01118735110505	0.984509706675835	1.00940433135112	1.0330948528044	1.08608357804833	1.02193498842	0.996313499312986	1.03088376883097	0.923096829010067	0.878062141236551	0.769559542032141	0.841684234332204	0.992200218749516	0.990594985074391	0.940935352285632	0.808981990838029	0.927579731692597	0.0185947973591529	0.0246062635160732	0.026895888073338	0.0299134365440764	0.03426164038737	0.0379641739703176	0.0265897276089212	0.026231375864149	0.0243138363490319	0.0188403926230284	0.0259750445113737	0.0282474763057549	0.0306959451374608	0.0389936411771663	0.038970957715476	0.0288173845095405	0.0313830077555339	0.0270528173375393	0.00747475140750726	0.00796406963980803	0.0100147574763326	0.0117761504690492	0.0131291387596624	0.0134518294040424	0.0111965576278639	0.0132908212158195	0.0110044499474141	0.0264949912992517	0.0342390464224337	0.0356415619798895	0.041278756918492	0.0529921307360242	0.0566227934649778	0.039722161837562	0.0386337339933942	0.036599896632254	0.301264735371737	0.410976871489656	0.370545530251319	0.106478640227831	-0.109727420191304	-0.639025547721013	-0.43170491133345	0.562071116414373	0.023939309630769	0.676928443276907	0.143445333148136	0.261890206505478	0.593151790272069	0.751233941737193	0.0942448551141308	0.765753903919011	0.59242275747638	0.445613532009343	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected
MAG1	MMS1	NA	no	DNA_repair	DNA_repair	0.050769	0.129068	0.123120212	ALLEVIATING	ALLEVIATING	0.0121103414762047	0.0216449166417541	0.0395405184853933	0.00997917684359051	0.0824395745307761	-0.01465886183633	0.0748773588496531	0.089217566747327	0.0673462889297373	0.954824731356364	0.927332587236934	0.794857524312868	0.905205552114546	0.988319100349632	0.979550438936346	0.971776216095865	0.877469234498003	0.956110895794634	0.954211031801344	0.929662201916866	0.793991341988678	0.90706243445028	0.979073778306961	0.988613093918337	0.961917806272239	0.897025855237212	0.958019452358374	0.920867193333257	0.875878128513984	0.666652448436801	0.82153447048873	1.05398611030757	0.95992955610395	1.00674057499854	0.861782150391634	0.98287545257407	0.0210762718555681	0.0287093213512431	0.0293821432498642	0.0348522119854464	0.0400043225595803	0.0454758977787987	0.0306455112608535	0.0309795025032313	0.0280076163489983	0.0205595766228063	0.0276042269112409	0.0282778885393171	0.033231075623755	0.0420584811318985	0.0428432559873851	0.0333156073583017	0.0347103254848897	0.0309584780538562	0.00836845223089373	0.00893196642472148	0.0111696023932608	0.0132601468460065	0.0146880854118232	0.0151798899053188	0.0124515524759191	0.0149299209400692	0.012249598069099	0.029274402570154	0.0376909385474494	0.0342615289153994	0.0453370518783365	0.058698493218557	0.0629962458651502	0.0452581605412406	0.0436608260145664	0.0414204453575174	0.413683642123291	0.574273750559571	1.15407921762713	0.220110845989059	1.40445810463689	-0.23269421272672	1.65444989266461	2.04342370246412	1.6259189960041	0.450508643443789	0.209606932625411	4.70715500583616e-05	0.590061940980231	0.00106294834011559	0.499225443403609	4.83060987112244e-05	1.08854899012117e-07	7.91134614948621e-05	Expected	Expected	Expected	Expected	Positive	Expected	Expected	Positive	Expected
MAL13	MMS1	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	NA	-0.021536957854055	-0.00621065337890655	-0.040797194901977	-0.0137935493780905	-0.0213016891769063	-0.00118558462943031	0.00638322806540976	0.00554112726759605	0.0041347918834602	0.91390113519428	0.865290634501371	0.791272517166834	0.839852215859713	0.935843280430561	0.923840151248482	0.923137746907097	0.812437711475787	0.900198372792592	0.958953667382616	0.930053475312224	0.899138498219039	0.918854697883729	1.00441333084195	0.9798532262501	0.983258907974956	0.916401778579888	0.963096980271618	0.853381777401613	0.795004442373908	0.661453861120814	0.759822849100127	0.927477432727366	0.910201424880213	0.91931179370245	0.737513494678966	0.867274280961444	0.0240408359622281	0.0321200202847771	0.0351690830264272	0.0392665520123175	0.045967161687439	0.0507371186023186	0.034315531737302	0.0341417737889923	0.0309044927906872	0.0236509112039711	0.0309846666004051	0.0335411137267669	0.0382975214000986	0.0467797703960171	0.0487273837646742	0.0363002445848504	0.0395665321484206	0.0320209750695046	0.00966023639326745	0.0102789258569976	0.01293907300812	0.0151803604619607	0.016995185658831	0.0173934652955394	0.014359572732002	0.0169745362906688	0.014210596834272	0.0330274409214961	0.0412905539871532	0.0431694621176159	0.0505184019089006	0.0658228943087781	0.0691844590930653	0.049634529660875	0.0479741945578078	0.0437817594164507	-0.652092843198077	-0.150413418546985	-0.94504756141794	-0.273040097407759	-0.323621277985424	-0.0171365743834969	0.128604584530624	0.115502246961523	0.0944409712759644	0.0968958080548907	0.18838517019551	0.102781016865525	0.531403529163677	0.672307040201988	0.499225443403609	0.640174652455394	0.423967108312676	0.447390582221706	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected
APT2	MMS4	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	NA	-0.00059105510074393	-0.00217805936675939	-0.0249524386739643	-0.0271037676922957	-0.0386653597854766	-0.0155033744134362	-0.0192193055801345	0.0101225446999533	-0.00687919091680687	1.04582311711308	1.05562187297199	0.993381484887417	1.03086921312804	1.13192895466278	1.09837548752291	1.07230248423345	1.01739139325679	1.06737209179406	0.960145692070496	0.931498869670435	0.896985446306753	0.91401882626446	1.00799411943303	0.957249103591182	0.965152968422976	0.912976053681053	0.954901743312558	1.00339937925843	0.990891932193426	0.874025672358634	0.915105016227649	1.10044529074664	1.03289632225293	1.01438220718926	0.933473091770001	1.00231350362492	0.0254709568063462	0.0352309177507734	0.0375344910098878	0.0435260146961836	0.0486916811238691	0.0552761098774844	0.0377521062783778	0.0402321367875333	0.0361303964737856	0.023548749251689	0.0326033438471913	0.0336605457444776	0.0377823664564992	0.0461783665593615	0.0466291078691453	0.0353379947464683	0.0379538902778178	0.03325691908831	0.00965174936559527	0.0103404408712891	0.0128713392226708	0.0152572328461884	0.0168941638255644	0.0173595059069096	0.014343536441143	0.0169057907882639	0.0140314166195004	0.0360099005657746	0.0486195601366367	0.0490746883383963	0.0576354276636673	0.0736635091562286	0.0756465052793064	0.0545043766316709	0.0560617304638681	0.0514160638686977	-0.0164136832220441	-0.0447980064122	-0.508458423656281	-0.470262281221547	-0.524891635334309	-0.204945018361308	-0.352619491642195	0.180560689372179	-0.13379458478919	0.763206490643071	0.243858499563118	0.345455719445861	0.51516118417684	0.30850362099081	0.499225443403609	0.599659120320335	0.414547930365853	0.127661649466346	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected
CLA4	MMS4	NA	no	DNA_repair	DNA_repair	0.051704	0.073286	0.039743804	ALLEVIATING	ALLEVIATING	0.00506449979538957	0.0292872123723806	0.0220049792162659	0.00830149305301277	0.02318483745635	0.00857131905052385	0.0426361615857002	0.076725884737585	0.0523672133384931	0.977639749214794	0.955040699640853	0.906702322706436	0.933219586332014	1.01559784929865	0.961156320571798	0.970014702264153	0.879159745106121	0.924174223121373	0.942471806398709	0.909465220489876	0.852407865394012	0.870816495669278	0.960528189531621	0.914410812763785	0.921414242624112	0.816075216273056	0.891297019537362	0.919493395471336	0.891022749484548	0.790927067557792	0.816072037602252	0.983920201678734	0.881545137575529	0.923534096270236	0.782346817459278	0.860804843549438	0.020964152539211	0.028493384486068	0.0308759170563158	0.0348254796033227	0.039493781413794	0.0452116161181628	0.0316987938138584	0.0320531425686807	0.0280421615779521	0.0205039246470228	0.0278797663049547	0.0283510412072551	0.0317040755758927	0.0400052828019562	0.0423188258243498	0.0313348221778869	0.035297236290818	0.0311413319100011	0.00836427816518922	0.00889238995694448	0.0112031402350544	0.0132296966452443	0.0147324846464755	0.0151269042229055	0.012462400317911	0.014722657708295	0.0124795749105849	0.0293346533304969	0.038088649486494	0.0384390345121305	0.0443051224807929	0.0573243651335792	0.0597530582125489	0.0439495713214625	0.04309336514683	0.0402379434734764	0.172645633078759	0.7689223106418	0.572464410086097	0.187370953699803	0.40444996472833	0.143445696453471	0.970115527950077	1.78045702571986	1.30143861286082	0.761485498264129	0.131103508254841	0.127236451719248	0.510781668059122	0.236189443799728	0.489111299892438	0.364379359557031	0.000227682825533442	0.000664984881291846	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Positive	Expected
CSM2	MMS4	NA	no	DNA_repair	DNA_repair	-0.025999	0.038304	0.061223315	NEUTRAL	NEUTRAL	-0.00769385979860873	-0.00371949376464565	0.0109674617372033	-0.0103252755628125	0.0113331244225988	-0.0175526980227555	0.00229847149414918	-0.164683236749932	0.016107461661918	1.01720857554699	1.01838538154703	0.93531169969607	0.991467665373644	1.09289202457095	1.06528874478628	1.03723136583376	0.964268457470703	1.02119813996548	1.01362980261756	1.01873024928626	0.932620325530621	0.992965860046199	0.990066992278895	1.02531312270414	0.986405232272591	1.00650250502673	1.01221795824893	1.0216013485735	1.03677249803755	0.884526469941235	0.977439842092562	1.08507997750956	1.08098592250579	1.02052227705358	0.793535624766348	1.04332710701896	0.0195479214270245	0.0267819984186724	0.0286306715138817	0.0328549726561921	0.0378681270203951	0.0429840080189354	0.028838851220483	0.0303249638189895	0.0267268130182318	0.0188903982897585	0.0260308228375274	0.0260026852030633	0.0305984396654052	0.0410021093574505	0.040063095451951	0.0303810188184228	0.0318744983592695	0.026892012752901	0.00748339060615849	0.00797715841003944	0.0100117401487524	0.0119282413038374	0.0133684517574229	0.0135064759148626	0.0112633365482161	0.0131674223716929	0.0110123032692275	0.028570049762525	0.0387948949066352	0.0373977028240088	0.0459752109822019	0.0601516382901708	0.0627070157040509	0.0438978434881783	0.0452621820808878	0.0400344977755743	-0.269298088822396	-0.0958758561815176	0.293265652941718	-0.224583538437913	0.188409239461242	-0.279916016185436	0.052359553716304	-3.63842901907883	0.402339546063831	0.75412029092691	0.43939962702179	0.285644848239206	0.279259981485835	0.563677275489997	0.512656957657057	0.654366884695923	2.35233085354159e-25	0.345613234404808	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Negative	Expected
CSM3	MMS4	NA	no	DNA_repair	DNA_repair	-0.028327	0.010122	0.03518538	NEUTRAL	NEUTRAL	-0.0200383765827903	-0.0834283570367487	0.00427452777078881	-0.0167526830264193	-0.310774573245117	-0.0666056789452463	0.0236694174837132	0.0126827148581142	-0.0278418098761615	1.02178711280173	1.02508517837189	0.956506356478636	0.99943391310688	1.12072126760573	1.08158672773822	1.04520916924139	0.967163675469106	1.02327264681119	0.918034786757651	0.867230425638777	0.815951639660516	0.816021562540997	0.966128558209752	0.912465584386263	0.912142459660122	0.814378947737229	0.879913728254641	0.911682955848129	0.802023601896288	0.786994164020835	0.795623819635687	0.765772711034229	0.923022969955648	0.976504487465021	0.789725507355384	0.863878668396341	0.0174474301099532	0.0242126288441136	0.0261921819852308	0.0295635148279331	0.0344810222124941	0.0389748189972334	0.026651340460478	0.02778116469518	0.0245150664262845	0.0166295098779084	0.0221870494013366	0.0221925936439098	0.0246555549630965	0.0310483011807695	0.0327364002766953	0.0238691003936851	0.0262988799439765	0.023250311663236	0.00682512228116615	0.00727714873412292	0.00912099805306021	0.0107715734206923	0.0119691442495893	0.0122704895967365	0.0101546287430315	0.0119244032687201	0.00997491132812184	0.0243093450861532	0.0317482754054705	0.0314407942372775	0.0360164404752027	0.0495935985315178	0.0515857043594059	0.0362498497572946	0.0360352394976534	0.0335966230991151	-0.824307545586833	-2.6278075256451	0.135954827938817	-0.465139886268149	-6.26642515258523	-1.29116544539537	0.652952154069279	0.351953116863289	-0.828708581634052	0.00676442969211003	3.79287552420481e-24	0.283354168762227	0.168490760031714	2.49114714365949e-78	0.000125095687153223	0.638047626325924	0.335825037102641	0.000804369667480871	Expected	Negative	Expected	Expected	Negative	Expected	Expected	Expected	Expected
FLO8	MMS4	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	NA	0.0203323815127053	0.00259184950425311	0.0149243425752999	0.026747090244306	0.0208164475518858	0.0173954760887982	-0.000183921152314517	0.021140353986204	0.0237493888895617	1.02567936654523	1.03082443528041	0.962880237913661	1.00826361244832	1.11409162998276	1.07993998042899	1.05261371349442	0.979214990405549	1.03551937284861	0.993984759993654	0.995369461277405	0.971287706681655	0.98136726401424	1.01750504467318	1.01954389146884	1.00547030488004	0.972977073508757	0.987634270178779	1.03534185226878	1.02639641763858	0.947939068713803	1.01447395016059	1.15564900928753	1.12276722951403	1.0623904271931	0.961008107799693	1.03847660188721	0.0191380767764339	0.0266574273046203	0.0289362898454412	0.0324587842195772	0.0382918722893016	0.0433307458832462	0.0289263903502839	0.031111470553538	0.0274191194789545	0.018786060100171	0.0259680857993139	0.0278699265432229	0.0302515986867797	0.0374720137948599	0.0390847728937531	0.0286469455655382	0.0309849198955334	0.0283485457054065	0.00749555744086724	0.0079807240909442	0.00997831298490095	0.0119134299922595	0.0131105984659927	0.0134573914658814	0.0111631841951468	0.0130369200070225	0.0109386107496791	0.0280878397118044	0.0384887402369763	0.0399926709007637	0.0456327869903578	0.0585942306310236	0.0625080036499973	0.0433578676876067	0.0447980943485221	0.0413610457390292	0.723885557640814	0.0673404608281544	0.373176940653265	0.586137556094431	0.355264457399739	0.278291979795118	-0.00424193259778522	0.471902974750118	0.574197012314689	0.664525040242564	0.195727087646763	0.305011536144912	0.145241765876342	0.572207295068111	0.429422622322566	0.592579795625978	0.502816663352266	0.282743647588791	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected
GAL2	MMS4	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	NA	-0.00156241294824573	0.00294652573670222	-0.0041834731949779	-0.00238489905677481	-0.0134277041209993	-0.0067327600854717	-0.000602815171923041	-0.0169024946756701	0.00231684741092553	1.01952537630577	1.02524305660483	0.95654353705426	0.999977809938701	1.09503894312031	1.06901128991788	1.04357493585223	0.969944687021352	1.02383489974657	1.00043600498876	1.00221607087597	0.98002141999307	0.983567854722123	1.01041609589607	1.00714156747228	1.00090962844256	0.976117667197907	0.991713471417307	1.01778802757433	1.02984438716186	0.933677775214644	0.982601408376062	1.09174058358276	1.07438467059566	1.03417947090892	0.927159366995616	1.01145369224168	0.0192409254696221	0.0266318435131149	0.0288486130295145	0.032449872470979	0.0375820632856898	0.0436778221417056	0.0293861533875129	0.0306988535197191	0.0273081290586588	0.0186617113656181	0.0252949808308955	0.0267512567490475	0.0303463172949742	0.0379854548353696	0.0384887424542455	0.0287491197225461	0.0309917256306778	0.02728129314446	0.00749473384587843	0.00795672476903041	0.00999850414736473	0.0118691038742429	0.0131722243337115	0.0134510355544941	0.0111741294939621	0.0130884873524427	0.0109530178464638	0.0280705259377641	0.0380374896132035	0.0393339994892009	0.045560020174986	0.0578182720648302	0.0616342129956153	0.0434356966596566	0.044422750509056	0.0403781095412243	-0.0556602662775112	0.0774637276714347	-0.106357686716462	-0.0523463125699888	-0.232239803118694	-0.109237382262846	-0.0138783355231169	-0.38049185343047	0.057378798493776	0.614515889215699	0.560771138316268	0.106288272385807	0.238305978587052	0.679321295915443	0.454525975142735	0.800053702563009	0.215843308243147	0.217612252782457	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected
HO	MMS4	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	NA	-1.99638272686826e-05	-0.0159419475669204	-0.00508329170678775	-0.0155083443161536	0.00269221313519318	-0.0329460599020629	-0.0238362319232275	2.52236542322703e-05	-0.000575425111025461	1.01789420718176	1.02027756790546	0.969141225984479	1.00318582593089	1.07016430773047	1.05031400858916	1.03176787941498	0.98038377968265	1.0205228139454	1.00537583337504	1.00873465972048	0.965215287668285	0.98876781153455	1.0302905375315	1.05560768199196	1.00469558211661	0.963906655312929	1.00826188553469	1.02319100737946	1.01461126160543	0.936680638734611	0.97863865706019	1.11146679514693	1.08176701466352	1.01831197299505	0.936634802538487	1.02703977729786	0.0176619101874929	0.0244452495491773	0.0264933598441603	0.0296138252418738	0.0343454931106961	0.0381392528936167	0.0265190444491815	0.0275803966079702	0.0246591770701192	0.0171723177157396	0.0240274868809845	0.0249833026516803	0.0275584887029582	0.0349313514908437	0.0359026211752866	0.0260770625198025	0.0285081406075745	0.0245105184976007	0.006846777453864	0.00729909870993472	0.00917871262531164	0.0108978031523713	0.0121397989595605	0.012513399097354	0.0102639752311091	0.0120007361795392	0.010044993460047	0.0258204714701539	0.0354613370369334	0.036229610670611	0.0416110307763362	0.0528284553396753	0.0562938878337975	0.0391494110286572	0.04045102046082	0.0365909182237555	-0.000773178262517745	-0.449558558672413	-0.140307654780051	-0.372697912712439	0.0509614206564028	-0.585251102203726	-0.608852886848781	0.000623560393407168	-0.0157258997302747	0.632984380149408	0.114138803280737	0.290199649584221	0.543507502111282	0.500099004840004	0.106566112773029	0.297439497906388	0.403214072999035	0.0569372195798757	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected
MAG1	MMS4	NA	no	DNA_repair	DNA_repair	-0.007781	-0.075603	-0.076735508	NEUTRAL	AGGRAVATING	-0.0338575722048305	-0.00661159423584327	-0.103266492678785	-0.0495628623061333	-0.0406250364254187	-0.103405138629016	-0.0262904682347147	-0.0744457071573427	-0.0639225804832249	1.03016922698749	1.0416085261762	0.916133325667759	1.02684361350605	1.08658234736688	1.08254704677704	1.05169396046986	1.00755472854138	1.0415468223749	0.97424828561952	0.963474231133818	0.838366661576085	0.930891972503175	0.990614615600212	0.987934582414104	0.960725253144522	0.90936284994975	0.956458285305795	0.969277253643951	0.998111848990499	0.666232657905317	0.902962782267726	1.0276044599754	0.961394879949297	0.974510288209501	0.830452615926835	0.927684687372596	0.0217876663889851	0.0303666799658694	0.0306251215019455	0.037004193351163	0.0427812914620673	0.0493929269066639	0.0328477947342059	0.0344441205751358	0.0303066890289703	0.0207533184652742	0.02884744603459	0.028188975102271	0.032833837867798	0.0416568714351661	0.0428684713531098	0.0327531893470083	0.0342763300938087	0.0308520177844111	0.00834695274232224	0.00889310731927159	0.011163281365018	0.0132429908172323	0.0146921957473891	0.0150494519547622	0.0124694557473047	0.0146055901032632	0.0122742235046227	0.0312529045417836	0.0428467831593718	0.0380488872704316	0.0498940680725288	0.0637591353189564	0.0689472293657236	0.048326515031035	0.0488951236791091	0.0449241060451462	-1.08334161900263	-0.154307832428188	-2.7140476394177	-0.993361820769674	-0.637164168274728	-1.49977221101249	-0.544017465729345	-1.52255892930997	-1.4229015579962	0.0137468740923404	0.184435556194574	5.03470522921657e-16	0.0226941869172323	0.110546680555183	0.000118660003411029	0.172352014377284	2.53236592942674e-05	0.000509434657873262	Expected	Expected	Negative	Expected	Expected	Negative	Expected	Expected	Expected
