Gene_x	Gene_y	Condition1	Condition2	Type_of_gene_x	Type_of_gene_y	Z_Condition1	Z_Condition2	GI_Condition1	GI_Condition2	Class_Condition1	Class_Condition2	DeltaZ	DeltaGI	DeltaZ_FDR
MMS4	RAD5	NoDrug	MMS	DNA_repair	DNA_repair	-7.01309959842628	2.36728518936753	-0.213190176314631	0.0832846161315288	Negative	Positive	-6.37642526077838	-0.29647479244616	8.47795163103365e-175
MUS81	RAD5	NoDrug	MMS	DNA_repair	DNA_repair	-7.28828233787083	3.3153115923258	-0.214862776869688	0.116846387941152	Negative	Positive	-7.21913017662856	-0.331709164810839	1.29577468354999e-223
CLA4	RAD51	NoDrug	MMS	DNA_repair	DNA_repair	0.101663731123016	-12.0055166193216	0.00282091418754258	-0.425856118779498	Expected	Negative	9.51871964682302	0.428677032967041	0
MAG1	RAD51	NoDrug	MMS	DNA_repair	DNA_repair	-0.248766063898837	-10.9392647616105	-0.00735731176685393	-0.384129697042206	Expected	Negative	8.20673672318036	0.376772385275352	1.25276003229025e-288
MMS1	RAD51	NoDrug	MMS	DNA_repair	DNA_repair	-1.73748032179995	-5.21353172767032	-0.0476418552069076	-0.170444745158306	Expected	Negative	2.87800845929454	0.122802889951398	1.57790435802539e-36
RAD18	RAD51	NoDrug	MMS	DNA_repair	DNA_repair	-0.155583190097932	3.26615657132131	-0.0044643724847288	0.103520357365383	Expected	Positive	-2.5257014290977	-0.107984729850112	2.39359290301435e-28
RAD5	RAD51	NoDrug	MMS	DNA_repair	DNA_repair	-11.3262319851167	3.53242846988523	-0.331635235197862	0.116452736311959	Negative	Positive	-10.162469658617	-0.448087971509822	0
CSM3	RAD52	NoDrug	MMS	DNA_repair	DNA_repair	-5.64858423692143	1.71869034800763	-0.226392224071962	0.0887787370333118	Negative	Positive	-4.82057654973555	-0.315170961105273	1.83603873190999e-100
MMS4	RAD52	NoDrug	MMS	DNA_repair	DNA_repair	0.346525370960561	1.72370149076319	0.0202900050124239	0.122812125128807	Expected	Positive	-1.11169131625414	-0.102522120116383	2.97680572206223e-06
MPH1	RAD52	NoDrug	MMS	DNA_repair	DNA_repair	-0.919965964664744	-2.70643380626004	-0.0517698930634328	-0.195189868415713	Expected	Negative	1.56781784414196	0.14341997535228	1.61766005283792e-11
CLA4	RAD54	NoDrug	MMS	DNA_repair	DNA_repair	0.269050531892278	-5.83757043011482	0.00600500092388746	-0.16150650776104	Expected	Negative	4.71238201066059	0.167511508684927	4.50063153837488e-96
MAG1	RAD54	NoDrug	MMS	DNA_repair	DNA_repair	-0.788774347717095	-9.35534754983307	-0.0188645651754343	-0.257322518337816	Expected	Negative	6.54221964350984	0.238457953162382	5.82598219948846e-184
RAD18	RAD54	NoDrug	MMS	DNA_repair	DNA_repair	0.13963565934144	4.92716669187077	0.00395785575453798	0.155688021753733	Expected	Positive	-3.57451009350938	-0.151730165999195	9.62988686248519e-56
RAD5	RAD54	NoDrug	MMS	DNA_repair	DNA_repair	-8.43392503855387	5.06405620505246	-0.24392850160988	0.16654271858623	Negative	Positive	-9.37239664716274	-0.41047122019611	0
CLA4	RAD55	NoDrug	MMS	DNA_repair	DNA_repair	0.980227143124136	-12.7298635106092	0.0257548927921659	-0.415361465803205	Expected	Negative	10.5296961608379	0.441116358595371	0
MAG1	RAD55	NoDrug	MMS	DNA_repair	DNA_repair	0.105882426871934	-7.24325178223507	0.00296461536288612	-0.234137764614721	Expected	Negative	5.54429652847389	0.237102379977607	1.80334820143426e-132
RAD18	RAD55	NoDrug	MMS	DNA_repair	DNA_repair	-11.1779926137916	1.43009367555511	-0.305121971277169	0.0409634964358741	Negative	Expected	-8.7467228667272	-0.346085467713043	0
RAD5	RAD55	NoDrug	MMS	DNA_repair	DNA_repair	-10.9412673099213	4.07055482976775	-0.304690145940973	0.121203445944492	Negative	Positive	-10.4465749247791	-0.425893591885465	0
CLA4	RAD57	NoDrug	MMS	DNA_repair	DNA_repair	-0.0066077494132951	-9.82224563500983	-0.000261368327444148	-0.484019023361439	Expected	Negative	7.65568818989127	0.483757655033995	2.49852615302929e-251
MAG1	RAD57	NoDrug	MMS	DNA_repair	DNA_repair	-0.71161358930394	-9.33359415645099	-0.0305455706534339	-0.460899808107908	Expected	Negative	6.57741889983264	0.430354237454474	6.36224191570158e-186
CLA4	RAD59	NoDrug	MMS	DNA_repair	DNA_repair	-0.308418067193127	-7.52641611603204	-0.00906679922583747	-0.290556486185494	Expected	Negative	5.80105616585985	0.281489686959656	6.3074498289161e-145
RAD18	RAD59	NoDrug	MMS	DNA_repair	DNA_repair	-9.05423627891593	1.18851900810598	-0.266917042634425	0.0390711911195242	Negative	Expected	-6.92971648211985	-0.305988233753949	3.57570224531811e-206
RAD5	RAD59	NoDrug	MMS	DNA_repair	DNA_repair	-7.93313077021251	1.06666184670631	-0.238672432652088	0.0364588280141999	Negative	Expected	-6.04219872861369	-0.275131260666288	4.33637510710957e-157
RAD55	RAD59	NoDrug	MMS	DNA_repair	DNA_repair	-8.76091749415436	1.47932062108134	-0.243124969187679	0.0495788896488447	Negative	Expected	-6.72686326643379	-0.292703858836524	2.18934591424007e-194
CSM3	RAD61	NoDrug	MMS	DNA_repair	DNA_repair	-10.3358805152946	-1.23435865062731	-0.309774796085311	-0.0502532489386712	Negative	Expected	-5.13353855917183	-0.25952154714664	9.46007282485988e-114
CLA4	RTT101	NoDrug	MMS	DNA_repair	DNA_repair	-3.09713570107245	-21.4185431598867	-0.0664576253121075	-0.565538971746593	Expected	Negative	14.6686115502663	0.499081346434486	0
RAD51	RTT101	NoDrug	MMS	DNA_repair	DNA_repair	0.78317136373141	-10.3476198288352	0.0169897265545549	-0.263148334016531	Expected	Negative	8.38070660642506	0.280138060571086	6.14487810545501e-301
RAD57	RTT101	NoDrug	MMS	DNA_repair	DNA_repair	0.256308092888786	-6.76999872727593	0.00968804829491719	-0.298427770583773	Expected	Negative	5.30615410940575	0.30811581887869	1.85027074601563e-121
CLA4	RTT107	NoDrug	MMS	DNA_repair	DNA_repair	-0.129142439579324	-11.1642825868064	-0.00365646380802095	-0.399148803617467	Expected	Negative	8.67200021146308	0.395492339809446	0
CSM2	RTT107	NoDrug	MMS	DNA_repair	DNA_repair	-0.187808800664956	-6.39633247464109	-0.00505196533042225	-0.216001684420089	Expected	Negative	4.88606691138772	0.210949719089667	3.44879043481926e-103
MAG1	RTT107	NoDrug	MMS	DNA_repair	DNA_repair	-1.70337198229958	-5.75979640275821	-0.0512758866699231	-0.203383464424841	Expected	Negative	3.27813242785012	0.152107577754918	4.70350823354925e-47
MMS1	RTT107	NoDrug	MMS	DNA_repair	DNA_repair	-3.04969081327858	1.28138309813265	-0.0854211138257865	0.0422415545401277	Negative	Expected	-2.95117431531052	-0.127662668365914	2.47211400750276e-38
PSY3	RTT107	NoDrug	MMS	DNA_repair	DNA_repair	-0.922229287454527	-12.327900362394	-0.0221193541723829	-0.365271874029289	Expected	Negative	9.00175375931152	0.343152519856906	0
RAD18	RTT107	NoDrug	MMS	DNA_repair	DNA_repair	0.0174705892158172	4.03842416059754	0.00048199689127792	0.120281696909054	Expected	Positive	-2.95082024990146	-0.119799700017776	2.49260194597316e-38
RAD5	RTT107	NoDrug	MMS	DNA_repair	DNA_repair	-2.58331401160069	2.91949356086508	-0.0727103560679552	0.0906228190679339	Expected	Positive	-3.89803924010566	-0.163333175135889	4.52469294989842e-66
RAD54	RTT107	NoDrug	MMS	DNA_repair	DNA_repair	-0.212269309434534	-5.47659103057357	-0.00479234469229464	-0.143712603378143	Expected	Negative	4.01310672110859	0.138920258685849	5.63288886379283e-70
RAD55	RTT107	NoDrug	MMS	DNA_repair	DNA_repair	-0.181731383025508	-4.29509304599424	-0.0048488594251037	-0.133105494117346	Expected	Negative	3.1363477389882	0.128256634692242	3.53909922137051e-43
RAD57	RTT107	NoDrug	MMS	DNA_repair	DNA_repair	0.13736400513454	-2.97563688328298	0.00544969856719726	-0.137770224734013	Expected	Negative	2.34893636731413	0.14321992330121	1.10501901986137e-24
RAD61	RTT107	NoDrug	MMS	DNA_repair	DNA_repair	0.313577602716394	-8.51502359914665	0.0109572316645168	-0.379890689705363	Expected	Negative	6.89699252396278	0.39084792136988	2.67897746004054e-204
RTT101	RTT107	NoDrug	MMS	DNA_repair	DNA_repair	-15.9249875194638	1.2189683147528	-0.345610663701571	0.0303829406612254	Negative	Expected	-11.3767468041996	-0.375993604362796	0
CLA4	SGS1	NoDrug	MMS	DNA_repair	DNA_repair	-0.36885521317698	-7.22292127129771	-0.0106538579554826	-0.266272315794908	Expected	Negative	5.45814337858263	0.255618457839425	1.96301800460289e-128
CSM3	SGS1	NoDrug	MMS	DNA_repair	DNA_repair	-12.9253770953616	-0.927607157710989	-0.309715942876345	-0.0284287900103985	Negative	Expected	-7.23049188325554	-0.281287152865947	2.695327775119e-224
MAG1	SGS1	NoDrug	MMS	DNA_repair	DNA_repair	-0.756131700693678	-5.48513058352548	-0.0232594660750081	-0.200467958289142	Expected	Negative	3.70962210041577	0.177208492214134	5.75272538113718e-60
RAD18	SGS1	NoDrug	MMS	DNA_repair	DNA_repair	1.44120393972531	4.50516769706514	0.0422408071474266	0.151936332125901	Expected	Positive	-2.45507141172393	-0.109695524978474	7.49234154576454e-27
RAD5	SGS1	NoDrug	MMS	DNA_repair	DNA_repair	1.7631687716382	4.81589919828746	0.0527246473544889	0.168839477432191	Expected	Positive	-2.51987637613765	-0.116114830077702	3.16694767853254e-28
RAD52	SGS1	NoDrug	MMS	DNA_repair	DNA_repair	1.41267730901615	3.94690246858688	0.0576175181815325	0.198746641170613	Expected	Positive	-2.17789347609745	-0.14112912298908	2.37344696673096e-21
RTT101	SGS1	NoDrug	MMS	DNA_repair	DNA_repair	-10.261531026665	1.22072389161326	-0.23051620094623	0.0325793435061094	Negative	Expected	-7.54194579705897	-0.263095544452339	6.27946687180575e-244
CLA4	SHU1	NoDrug	MMS	DNA_repair	DNA_repair	0.217014426702165	-5.73056916871586	0.00559871177093525	-0.195698138977183	Expected	Negative	4.70326026960733	0.201296850748118	1.03168780960549e-95
MAG1	SHU1	NoDrug	MMS	DNA_repair	DNA_repair	-0.610635124946284	-7.07077826993615	-0.0169438238463292	-0.240179987913789	Expected	Negative	5.08965427532803	0.22323616406746	7.35885570756985e-112
RTT107	SHU1	NoDrug	MMS	DNA_repair	DNA_repair	-0.464385255910411	-6.15784998538229	-0.0120830015774934	-0.199311290957709	Expected	Negative	4.5084098984621	0.187228289380216	4.8597400179785e-88
CLA4	SHU2	NoDrug	MMS	DNA_repair	DNA_repair	0.31303571913582	-6.63838684762638	0.00875722027608742	-0.242634030537964	Expected	Negative	5.46177294934503	0.251391250814052	1.35914443715228e-128
MAG1	SHU2	NoDrug	MMS	DNA_repair	DNA_repair	0.133429209614834	-10.1765861579604	0.00404703938244653	-0.372224568186806	Expected	Negative	7.91876378009964	0.376271607569253	8.45663598548815e-269
MPH1	SHU2	NoDrug	MMS	DNA_repair	DNA_repair	-4.34357061386076	0.268068959432652	-0.127831386538634	0.0104395879706348	Negative	Expected	-2.83265128930108	-0.138270974509269	2.05641352024465e-35
RTT107	SHU2	NoDrug	MMS	DNA_repair	DNA_repair	0.37429166627086	-6.57987662265595	0.0105044014050907	-0.226342087638499	Expected	Negative	5.33496113164745	0.236846489043589	9.21334864250041e-123
CSM2	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	0.0533844774300477	-3.0575647475268	0.00195971735728609	-0.151867020593538	Expected	Negative	2.490611348904	0.153826737950824	1.30870399256803e-27
MAG1	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-0.0841694359099976	-7.71797261211213	-0.00310896951600398	-0.356647429785451	Expected	Negative	5.97614019318664	0.353538460269447	9.7049032377864e-154
MMS1	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-1.28656590875559	-5.17327041320324	-0.0438583400079714	-0.22208373616007	Expected	Negative	3.25122889570211	0.178225396152098	2.63434490488139e-46
MPH1	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	0.240041259034256	-3.79721865797945	0.00860949195447022	-0.183611315225915	Expected	Negative	3.192813729086	0.192220807180385	1.07434029299201e-44
PSY3	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-0.00336711958446944	-4.74853372033019	-0.000104822119270396	-0.19658443959866	Expected	Negative	3.79319804004372	0.196479617479389	1.21237200404934e-62
RAD51	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	0.141451784513305	-7.81628235704695	0.00493524639396216	-0.350541436818545	Expected	Negative	6.25608962645421	0.355476683212507	2.40329581858419e-168
RAD54	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	0.77779655343778	-8.55094789322869	0.02303974555052	-0.320504097281163	Expected	Negative	7.19106054367338	0.343543842831683	6.21534900971611e-222
RAD55	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	0.832428781070465	-8.94118258135475	0.0275098703262186	-0.366182638038012	Expected	Negative	7.48103748696303	0.39369250836423	4.54810794476334e-240
RAD57	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	0.459994178224041	-4.47414572458976	0.0273649349921865	-0.34219834671363	Expected	Negative	3.81403601954783	0.369563281705816	2.5730707546797e-63
RAD59	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-0.441945036097114	-9.00936075561499	-0.016190692387743	-0.432730924556588	Expected	Negative	6.89544399291132	0.416540232168845	3.19217341964016e-204
RTT101	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	-0.198114740351545	-9.29699462195783	-0.00558638134922936	-0.328811060174403	Expected	Negative	7.14587024474275	0.323224678825174	3.51611266204372e-219
SHU1	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	0.144298032987958	-3.85844001187766	0.00511926535304291	-0.183803917415314	Expected	Negative	3.18073738985459	0.188923182768357	2.26940444464619e-44
SHU2	SLX4	NoDrug	MMS	DNA_repair	DNA_repair	0.0283924123754711	-4.38134860890389	0.00119399236271266	-0.248116148834529	Expected	Negative	3.53446918676751	0.249310141197242	1.52731066514106e-54
RAD5	SRS2	NoDrug	MMS	DNA_repair	DNA_repair	1.3508081294996	7.79426399942411	0.0381442082094585	0.260563180405914	Expected	Positive	-5.08266907104172	-0.222418972196456	1.52605471183231e-111
RAD61	SRS2	NoDrug	MMS	DNA_repair	DNA_repair	-1.73670962432345	-4.87459227172981	-0.0604146328767503	-0.235319861922485	Expected	Negative	2.93944743649269	0.174905229045734	4.64517550760339e-38
RTT101	SRS2	NoDrug	MMS	DNA_repair	DNA_repair	-15.4467715383222	0.570957539109174	-0.313595992406598	0.0145275863197427	Negative	Expected	-10.0802823567473	-0.328123578726341	0
CLA4	CSM3	NoDrug	4NQO	DNA_repair	DNA_repair	-1.67925280798151	-11.3640469747762	-0.0383769658204933	-0.377096521266301	Expected	Negative	8.4066913502044	0.338719555445807	0
CLA4	MMS1	NoDrug	4NQO	DNA_repair	DNA_repair	-2.16182180495056	-10.3653249519208	-0.0594806744540852	-0.417236029957251	Expected	Negative	7.33737624801569	0.357755355503166	1.12004012862976e-249
MMS4	MPH1	NoDrug	4NQO	DNA_repair	DNA_repair	-7.33356085381105	0.316871777984627	-0.255525068754263	0.0169015479283086	Negative	Expected	-4.27598317038127	-0.272426616682572	1.7029701794861e-85
MPH1	MUS81	NoDrug	4NQO	DNA_repair	DNA_repair	-10.3200445477235	-1.2970674750209	-0.351944618573685	-0.0670420029764083	Negative	Expected	-4.6008326076021	-0.284902615597277	7.65630201357488e-99
CLA4	RAD18	NoDrug	4NQO	DNA_repair	DNA_repair	-8.83406884363646	0.535464548077252	-0.242956278364732	0.0174766612287216	Negative	Expected	-6.101909791374	-0.260432939593454	4.90478953589947e-173
CSM3	RAD18	NoDrug	4NQO	DNA_repair	DNA_repair	-8.49506880812784	2.04521763377904	-0.244121176727197	0.0720221171327856	Negative	Expected	-6.95552763231706	-0.316143293859983	2.02522581812421e-224
MAG1	RAD18	NoDrug	4NQO	DNA_repair	DNA_repair	-2.45576090425035	-10.4686769355936	-0.0731966292195566	-0.389732942600629	Expected	Negative	6.63733396085826	0.316536313381072	1.62717121315212e-204
MMS1	RAD18	NoDrug	4NQO	DNA_repair	DNA_repair	-1.74626338997346	3.29354362138718	-0.04729769767322	0.101876174125678	Expected	Positive	-3.6282611839477	-0.149173871798898	7.48966653450367e-62
MMS4	RAD18	NoDrug	4NQO	DNA_repair	DNA_repair	-7.98497014269996	1.18953925352154	-0.237884459866838	0.0428732047303359	Negative	Expected	-6.00415438074858	-0.280757664597174	1.41412678418633e-167
MUS81	RAD18	NoDrug	4NQO	DNA_repair	DNA_repair	-7.23585985290405	4.00785675106045	-0.209038922205447	0.140420160764534	Negative	Positive	-7.69552883351204	-0.349459082969981	1.87562226551332e-274
PSY3	RAD18	NoDrug	4NQO	DNA_repair	DNA_repair	0.231071403058382	-11.5836400269972	0.00665632442279034	-0.410107642112124	Expected	Negative	9.13101937812816	0.416763966534914	0
CSM3	RAD5	NoDrug	4NQO	DNA_repair	DNA_repair	-8.64076051562055	0.201189758470019	-0.253400389759085	0.00789435028739057	Negative	Expected	-5.33402249790713	-0.261294740046475	1.69488179082496e-132
MMS1	RAD5	NoDrug	4NQO	DNA_repair	DNA_repair	-4.60556233826471	1.14983371137986	-0.127282851732155	0.039359729564516	Negative	Expected	-3.7877827400919	-0.166642581296671	2.49841716119838e-67
MMS4	RAD5	NoDrug	4NQO	DNA_repair	DNA_repair	-7.01309959842628	2.88570993172393	-0.213190176314631	0.115741454376174	Negative	Positive	-6.53592163012043	-0.328931630690805	2.42355071386123e-198
MUS81	RAD5	NoDrug	4NQO	DNA_repair	DNA_repair	-7.28828233787083	2.76943234186928	-0.214862776869688	0.108085364541897	Negative	Positive	-6.60276815273239	-0.322948141411585	2.19412470080523e-202
PSY3	RAD5	NoDrug	4NQO	DNA_repair	DNA_repair	0.670074576782951	-9.15903224348306	0.0196932438617058	-0.360783617149692	Expected	Negative	7.74164888935488	0.380476861011398	9.45478639820558e-278
RAD18	RAD51	NoDrug	4NQO	DNA_repair	DNA_repair	-0.155583190097932	3.56115699102556	-0.0044643724847288	0.119600768865597	Expected	Positive	-2.80857888931781	-0.124065141350326	1.96955968475348e-37
RAD5	RAD51	NoDrug	4NQO	DNA_repair	DNA_repair	-11.3262319851167	3.08812917986807	-0.331635235197862	0.115134756670107	Negative	Positive	-9.4242737351073	-0.446769991867969	0
CSM3	RAD52	NoDrug	4NQO	DNA_repair	DNA_repair	-5.64858423692143	1.16070807735208	-0.226392224071962	0.0643499223419845	Negative	Expected	-4.24997016122208	-0.290742146413946	1.68811938669865e-84
MPH1	RAD52	NoDrug	4NQO	DNA_repair	DNA_repair	-0.919965964664744	-7.19178528612998	-0.0517698930634328	-0.56055410061152	Expected	Negative	5.29239121226492	0.508784207548087	1.72662727006449e-130
PSY3	RAD52	NoDrug	4NQO	DNA_repair	DNA_repair	-0.00464245397299366	-7.74149701918305	-0.000186200017832337	-0.430851194443256	Expected	Negative	6.2778135345165	0.430664994425424	4.32185885562771e-183
RAD18	RAD54	NoDrug	4NQO	DNA_repair	DNA_repair	0.13963565934144	4.17525260950257	0.00395785575453798	0.138671242959093	Expected	Positive	-3.08528657849518	-0.134713387204555	5.70641539672052e-45
RAD5	RAD54	NoDrug	4NQO	DNA_repair	DNA_repair	-8.43392503855387	4.21936772354068	-0.24392850160988	0.155430618170653	Negative	Positive	-8.52698104706988	-0.399359119780533	0
MAG1	RAD55	NoDrug	4NQO	DNA_repair	DNA_repair	0.105882426871934	-9.27143896290309	0.00296461536288612	-0.39166884135986	Expected	Negative	7.78661684667385	0.394633456722746	6.07545513569932e-281
RAD18	RAD55	NoDrug	4NQO	DNA_repair	DNA_repair	-11.1779926137916	2.50459624274926	-0.305121971277169	0.0774909995218609	Negative	Positive	-9.27328784636142	-0.38261297079903	0
RAD5	RAD55	NoDrug	4NQO	DNA_repair	DNA_repair	-10.9412673099213	2.4048002371464	-0.304690145940973	0.0823605794081692	Negative	Positive	-8.76845176440877	-0.387050725349142	0
MMS1	RAD57	NoDrug	4NQO	DNA_repair	DNA_repair	-0.200680288890896	-7.34671119755779	-0.00780033338759965	-0.397582997035939	Expected	Negative	5.84999536402165	0.38978266364834	3.64530530820796e-159
RAD5	RAD59	NoDrug	4NQO	DNA_repair	DNA_repair	-7.93313077021251	-0.146926959375804	-0.238672432652088	-0.0058614150700514	Negative	Expected	-4.65936936900044	-0.232811017582037	2.4250215418106e-101
RAD55	RAD59	NoDrug	4NQO	DNA_repair	DNA_repair	-8.76091749415436	0.898156081324708	-0.243124969187679	0.036972660053322	Negative	Expected	-5.64194230908977	-0.280097629241001	4.23517687503094e-148
RAD57	RAD59	NoDrug	4NQO	DNA_repair	DNA_repair	-0.8203934679811	-6.44640761605713	-0.0347531388113405	-0.406448418571569	Expected	Negative	4.89333284599284	0.371695279760229	1.0795691392623e-111
CLA4	RAD61	NoDrug	4NQO	DNA_repair	DNA_repair	-1.71337400333763	-7.12392428758629	-0.059128617272131	-0.376065338778546	Expected	Negative	5.02528167952716	0.316936721506415	9.65941864359215e-118
MMS1	RAD61	NoDrug	4NQO	DNA_repair	DNA_repair	-1.95906351638308	-7.946778419299	-0.0666457412664448	-0.404956216975499	Expected	Negative	5.52158582526571	0.338310475709054	6.3591470656176e-142
RAD18	RAD61	NoDrug	4NQO	DNA_repair	DNA_repair	-0.563013930681368	-9.33228052266214	-0.0225422470049203	-0.461752240740677	Expected	Negative	6.90044725891119	0.439209993735757	5.98698693621514e-221
RAD5	RAD61	NoDrug	4NQO	DNA_repair	DNA_repair	-0.00919698034293857	-7.21075962017484	-0.000375665415515921	-0.396980507866869	Expected	Negative	5.78545901818408	0.396604842451353	1.05187495855212e-155
RAD59	RAD61	NoDrug	4NQO	DNA_repair	DNA_repair	-1.98454598086864	-4.63993133482137	-0.0726181979904974	-0.270012014168962	Expected	Negative	2.87153574002694	0.197393816178465	4.21873267501477e-39
CLA4	RTT101	NoDrug	4NQO	DNA_repair	DNA_repair	-3.09713570107245	-14.4991855334147	-0.0664576253121075	-0.430456646291571	Expected	Negative	9.93690142642721	0.363999020979463	0
CSM3	RTT101	NoDrug	4NQO	DNA_repair	DNA_repair	-1.20983436195164	-16.3048110109268	-0.0228785116334399	-0.427194195322591	Expected	Negative	12.5128290928584	0.404315683689151	0
MUS81	RTT101	NoDrug	4NQO	DNA_repair	DNA_repair	0.550133524714042	3.59325450342587	0.0122607475584932	0.112400380082752	Expected	Positive	-2.60723607274358	-0.100139632524259	2.20578419289057e-32
RAD61	RTT101	NoDrug	4NQO	DNA_repair	DNA_repair	-1.62528722347668	-9.47021398765276	-0.0454333087092994	-0.380413822628586	Expected	Negative	6.84487150055756	0.334980513919286	1.9406314733483e-217
MMS4	RTT107	NoDrug	4NQO	DNA_repair	DNA_repair	-7.86282832330321	-0.509617906718565	-0.234296298446464	-0.0230112331670498	Negative	Expected	-3.9054654023286	-0.211285065279415	1.65539707145395e-71
RAD18	RTT107	NoDrug	4NQO	DNA_repair	DNA_repair	0.0174705892158172	-12.4667473835235	0.00048199689127792	-0.406669296199797	Expected	Negative	9.53006223701779	0.407151293091075	0
RAD51	RTT107	NoDrug	4NQO	DNA_repair	DNA_repair	-9.22346000991812	-1.09340299495974	-0.26000816010446	-0.0456458799339888	Negative	Expected	-4.25549110743396	-0.214362280170471	1.04724246158675e-84
CSM3	SGS1	NoDrug	4NQO	DNA_repair	DNA_repair	-12.9253770953616	0.259920911845217	-0.309715942876345	0.00879287231026037	Negative	Expected	-7.6831161785712	-0.318508815186605	1.33005780671104e-273
RAD18	SGS1	NoDrug	4NQO	DNA_repair	DNA_repair	1.44120393972531	5.44432414716738	0.0422408071474266	0.185461202527145	Expected	Positive	-3.18703145943746	-0.143220395379718	6.33074204053004e-48
RAD5	SGS1	NoDrug	4NQO	DNA_repair	DNA_repair	1.7631687716382	5.14552015770171	0.0527246473544889	0.194559626328411	Expected	Positive	-2.9422060107281	-0.141834978973922	5.47474525812348e-41
RAD52	SGS1	NoDrug	4NQO	DNA_repair	DNA_repair	1.41267730901615	3.3441780412693	0.0576175181815325	0.179314626758898	Expected	Positive	-1.80642251330909	-0.121697108577366	5.61705630758647e-16
