Barcode_x	Barcode_y	Condition1	Condition2	Type_of_gene_x	Type_of_gene_y	Z_Condition1	Z_Condition2	GI_Condition1	GI_Condition2	Class_Condition1	Class_Condition2	DeltaZ	DeltaGI	DeltaZ_FDR
CSM3	HO	NoDrug	DMSO	DNA_repair	Neutral	-0.969569080612191	0.426857131152034	-0.00485938784504385	0.00323701914461143	NEUTRAL	NEUTRAL	-0.890700755114199	-0.00809640698965529	0.713712953295253
FLO8	HO	NoDrug	DMSO	Neutral	Neutral	0.218169423281673	-0.538061460919194	0.00124273824959609	-0.00475081354961958	NEUTRAL	NEUTRAL	0.570408865154732	0.00599355179921567	0.746633558942361
GAL2	HO	NoDrug	DMSO	Neutral	Neutral	-2.08259960608483	-1.67750922729946	-0.0113369457966131	-0.0140703344373111	NEUTRAL	NEUTRAL	0.273358338367973	0.00273338864069797	0.786037487596828
APT2	MAG1	NoDrug	DMSO	Neutral	DNA_repair	1.62364936657573	3.73735719661366	0.0122863028544027	0.0399356761514389	NEUTRAL	NEUTRAL	-2.11167544197567	-0.0276493732970362	0.375988972804068
CLA4	MAG1	NoDrug	DMSO	DNA_repair	DNA_repair	3.8057702911699	6.62651054948239	0.0281588222705794	0.0659354607645047	NEUTRAL	NEUTRAL	-3.04657772177403	-0.0377766384939253	0.138252199806002
CSM2	MAG1	NoDrug	DMSO	DNA_repair	DNA_repair	3.59501688148734	-2.81854332529814	0.0221849014939402	-0.023966282866851	NEUTRAL	NEUTRAL	4.39268838506068	0.0461511843607912	0.00679765847072855
CSM3	MAG1	NoDrug	DMSO	DNA_repair	DNA_repair	1.58043862669506	1.08874823018614	0.011037689371499	0.0103692308714968	NEUTRAL	NEUTRAL	0.056599886880642	0.00066845850000212	0.824354418387572
FLO8	MAG1	NoDrug	DMSO	Neutral	DNA_repair	-1.19447371442696	-1.04830815886009	-0.00722994863144911	-0.00875891000282502	NEUTRAL	NEUTRAL	0.148193367138885	0.00152896137137591	0.817725820135397
GAL2	MAG1	NoDrug	DMSO	Neutral	DNA_repair	2.61121285502163	-0.795887525841592	0.0152352625547751	-0.00635806468645474	NEUTRAL	NEUTRAL	2.18280951619259	0.0215933272412299	0.358441985477722
HO	MAG1	NoDrug	DMSO	Neutral	DNA_repair	1.42854966052903	1.39231872064563	0.00805134879491283	0.0105192657908352	NEUTRAL	NEUTRAL	-0.26182516379368	-0.00246791699592235	0.784642198640123
APT2	MAL13	NoDrug	DMSO	Neutral	Neutral	-2.59410167840046	-0.771728626582467	-0.0227328406836863	-0.0102644984151761	NEUTRAL	NEUTRAL	-0.782791803908528	-0.0124683422685103	0.733266517044246
CLA4	MAL13	NoDrug	DMSO	DNA_repair	Neutral	0.830015181289201	2.43310601593935	0.00580547050064951	0.0251284357073201	NEUTRAL	NEUTRAL	-1.54914415237524	-0.0193229652066705	0.558239959258207
CSM2	MAL13	NoDrug	DMSO	DNA_repair	Neutral	-2.53408012603788	1.14205745020845	-0.0187092890162219	0.0120622029811228	NEUTRAL	NEUTRAL	-2.38788715352982	-0.0307714919973447	0.293878145229812
CSM3	MAL13	NoDrug	DMSO	DNA_repair	Neutral	-0.38861997640158	-0.0892589006070331	-0.00260430390201743	-0.000861840975552449	NEUTRAL	NEUTRAL	-0.148254181622437	-0.00174246292646498	0.805646150588079
FLO8	MAL13	NoDrug	DMSO	Neutral	Neutral	3.55359171463941	1.3173380462185	0.0250919975697099	0.0141046322128563	NEUTRAL	NEUTRAL	0.856674123637769	0.0109873653568536	0.72718293806958
GAL2	MAL13	NoDrug	DMSO	Neutral	Neutral	0.216815116518181	1.92258569507629	0.00150489894227456	0.019725484647444	NEUTRAL	NEUTRAL	-1.4709261927918	-0.0182205857051694	0.561768502002132
HO	MAL13	NoDrug	DMSO	Neutral	Neutral	-1.83774823996203	-2.1946870543917	-0.0122186550074016	-0.021019112973485	NEUTRAL	NEUTRAL	0.754828808606324	0.00880045796608338	0.738635480440127
MAG1	MAL13	NoDrug	DMSO	DNA_repair	Neutral	0.505494408153861	0.0289517427574365	0.0038240245831906	0.000309994702902025	NEUTRAL	NEUTRAL	0.26804041021735	0.00351402988028858	0.786037487596828
APT2	MMS1	NoDrug	DMSO	Neutral	DNA_repair	-0.0536704916520316	-0.435986500721769	-0.000400937218609823	-0.00488730661491206	NEUTRAL	NEUTRAL	0.333041736153511	0.00448636939630224	0.783308477815976
CLA4	MMS1	NoDrug	DMSO	DNA_repair	DNA_repair	-7.02579104349021	-7.18123297933426	-0.0577266543321994	-0.0887485403831718	AGGRAVATING	AGGRAVATING	2.09035943112305	0.0310218860509723	0.390495871245773
CSM2	MMS1	NoDrug	DMSO	DNA_repair	DNA_repair	2.89788830236587	-0.282450895992637	0.0191676434422456	-0.00251480283100614	NEUTRAL	NEUTRAL	1.95486552115487	0.0216824462732517	0.433721426427145
CSM3	MMS1	NoDrug	DMSO	DNA_repair	DNA_repair	-3.49087795932164	-2.04961938268701	-0.0288224723653688	-0.0249096536178951	NEUTRAL	NEUTRAL	-0.266311991547559	-0.0039128187474737	0.784642198640123
FLO8	MMS1	NoDrug	DMSO	Neutral	DNA_repair	-1.3663863267392	0.700136370228883	-0.00875234777542687	0.0061106948467686	NEUTRAL	NEUTRAL	-1.37288268101405	-0.0148630426221955	0.591631084541407
GAL2	MMS1	NoDrug	DMSO	Neutral	DNA_repair	-0.302455446888929	-2.28209226319623	-0.00189905037673485	-0.0199054544939309	NEUTRAL	NEUTRAL	1.67543612739464	0.0180064041171961	0.540144413785179
HO	MMS1	NoDrug	DMSO	Neutral	DNA_repair	2.21902811686953	0.809270189320538	0.0130499857671999	0.00643010668853916	NEUTRAL	NEUTRAL	0.6696747123726	0.00661987907866073	0.738635480440127
MAG1	MMS1	NoDrug	DMSO	DNA_repair	DNA_repair	1.66642292970281	1.87606546154081	0.0165374389541636	0.0266666247582668	NEUTRAL	NEUTRAL	-0.584297420355043	-0.0101291858041033	0.7397735907307
MAL13	MMS1	NoDrug	DMSO	Neutral	DNA_repair	1.36820693394391	-0.781752752083364	0.0110732750086729	-0.00878953526744538	NEUTRAL	NEUTRAL	1.43379426836449	0.0198628102761183	0.582754666357081
APT2	MMS4	NoDrug	DMSO	Neutral	DNA_repair	-1.1278378506643	0.640559444957045	-0.00835255518545728	0.00697098242269674	NEUTRAL	NEUTRAL	-1.16409184764725	-0.015323537608154	0.638139309495694
CLA4	MMS4	NoDrug	DMSO	DNA_repair	DNA_repair	2.00753514768987	0.0739773636669742	0.0142975084654971	0.000722081851057897	NEUTRAL	NEUTRAL	1.12352593144952	0.0135754266144392	0.655838355314556
CSM2	MMS4	NoDrug	DMSO	DNA_repair	DNA_repair	-6.23860269044774	-6.28863295555308	-0.0372277989777886	-0.0539465083269425	NEUTRAL	AGGRAVATING	1.59990769076564	0.0167187093491539	0.552136867949079
CSM3	MMS4	NoDrug	DMSO	DNA_repair	DNA_repair	-3.29026795920882	-7.78320617734304	-0.0215671448243358	-0.0784385076030973	NEUTRAL	NEUTRAL	4.73057932293088	0.0568713627787616	0.00321473709371886
FLO8	MMS4	NoDrug	DMSO	Neutral	DNA_repair	0.605930126169694	2.56143238247471	0.00355591938469919	0.0221128015509652	NEUTRAL	NEUTRAL	-1.77768758539948	-0.018556882166266	0.488686312624204
GAL2	MMS4	NoDrug	DMSO	Neutral	DNA_repair	0.921899376136122	-0.571235667104706	0.00510839494994501	-0.00466023814058404	NEUTRAL	NEUTRAL	0.990526563982797	0.00976863309052905	0.704334200883551
HO	MMS4	NoDrug	DMSO	Neutral	DNA_repair	-1.06978873408813	-1.60684410205121	-0.00589330365810383	-0.012488963008026	NEUTRAL	NEUTRAL	0.692338307471741	0.00659565934992221	0.738635480440127
MAG1	MMS4	NoDrug	DMSO	DNA_repair	DNA_repair	-1.183868730331	1.29176262149001	-0.0106593180508212	0.0146354641306118	NEUTRAL	NEUTRAL	-1.74786407021624	-0.025294782181433	0.500111961392923
MAL13	MMS4	NoDrug	DMSO	Neutral	DNA_repair	0.851265008401301	3.2588365274392	0.0064230881725538	0.0347599269738265	NEUTRAL	NEUTRAL	-2.1688534159338	-0.0283368388012727	0.358382726809644
MMS1	MMS4	NoDrug	DMSO	DNA_repair	DNA_repair	-1.93987811960542	-0.775483273922191	-0.0180745844518416	-0.0105139474669057	NEUTRAL	NEUTRAL	-0.459588949462259	-0.00756063698493582	0.761586688568298
APT2	MPH1	NoDrug	DMSO	Neutral	DNA_repair	-1.63475769606088	-2.53272746979659	-0.0135338364055009	-0.0336826397068711	NEUTRAL	NEUTRAL	1.28620794160547	0.0201488033013703	0.607756992958074
CLA4	MPH1	NoDrug	DMSO	DNA_repair	DNA_repair	-0.601637061735528	-0.328425933330547	-0.00508400741918614	-0.00435847439184073	NEUTRAL	NEUTRAL	-0.0461159047168233	-0.000725533027345412	0.824354418387572
CSM2	MPH1	NoDrug	DMSO	DNA_repair	DNA_repair	-1.67633724271321	0.266311215621701	-0.0142612295463504	0.00311401221415205	NEUTRAL	NEUTRAL	-1.20156948232687	-0.0173752417605025	0.629313904564734
CSM3	MPH1	NoDrug	DMSO	DNA_repair	DNA_repair	2.40775795705014	2.24358534151696	0.0248723182166103	0.031639389499454	NEUTRAL	NEUTRAL	-0.387112699361236	-0.0067670712828437	0.769447172582674
FLO8	MPH1	NoDrug	DMSO	Neutral	DNA_repair	0.60656635647337	0.0996653845098236	0.0047489911643783	0.00116951947543443	NEUTRAL	NEUTRAL	0.253744875084672	0.00357947168894387	0.786037487596828
GAL2	MPH1	NoDrug	DMSO	Neutral	DNA_repair	3.36076139324583	4.59088872192453	0.023549231463125	0.0491263973152491	NEUTRAL	NEUTRAL	-1.99963391142002	-0.0255771658521241	0.410095906819969
HO	MPH1	NoDrug	DMSO	Neutral	DNA_repair	-1.30326833162126	-1.33451343240184	-0.00835453608182635	-0.0127797429235364	NEUTRAL	NEUTRAL	0.384002945593892	0.00442520684171005	0.776507163987638
MAG1	MPH1	NoDrug	DMSO	DNA_repair	DNA_repair	-2.60230255898077	-3.99763232212737	-0.0330059635600022	-0.0787808287777968	NEUTRAL	NEUTRAL	1.95321693040907	0.0457748652177946	0.433721426427145
MAL13	MPH1	NoDrug	DMSO	Neutral	DNA_repair	0.0904539664169805	-0.509323243189132	0.00085009450106892	-0.00672025237842719	NEUTRAL	NEUTRAL	0.467324736357684	0.00757034687949611	0.768114836817698
MMS1	MPH1	NoDrug	DMSO	DNA_repair	DNA_repair	-1.45406802151886	-2.14730826244108	-0.021827048303742	-0.0456666239728601	NEUTRAL	NEUTRAL	0.915815125524538	0.0238395756691182	0.717380066174827
MMS4	MPH1	NoDrug	DMSO	DNA_repair	DNA_repair	-10.0819192025588	-13.1096739512606	-0.203629578259518	-0.355343336888763	AGGRAVATING	AGGRAVATING	4.48817331953957	0.151713758629246	0.00561753738491007
APT2	MUS81	NoDrug	DMSO	Neutral	DNA_repair	3.20632337359397	2.88327176528998	0.0231581012058977	0.0323944080857717	NEUTRAL	NEUTRAL	-0.69151722975618	-0.00923630687987404	0.738635480440127
CLA4	MUS81	NoDrug	DMSO	DNA_repair	DNA_repair	1.92531901009019	2.06526854060338	0.0154967903750843	0.0232177393957897	NEUTRAL	NEUTRAL	-0.558422720898102	-0.00772094902070538	0.741990593245449
CSM2	MUS81	NoDrug	DMSO	DNA_repair	DNA_repair	-7.11098121368936	-6.92491349770911	-0.0434143306667515	-0.0596768260251841	AGGRAVATING	NEUTRAL	1.5398347080799	0.0162624953584326	0.561768502002132
CSM3	MUS81	NoDrug	DMSO	DNA_repair	DNA_repair	-1.87093070838717	-4.62589151910582	-0.0137426424218649	-0.0517750892808389	NEUTRAL	NEUTRAL	2.84089156926492	0.038032446858974	0.202349366638164
FLO8	MUS81	NoDrug	DMSO	Neutral	DNA_repair	1.21251760890338	2.66585043849888	0.00746919995486808	0.0228720898276479	NEUTRAL	NEUTRAL	-1.45832264088416	-0.0154028898727798	0.561768502002132
GAL2	MUS81	NoDrug	DMSO	Neutral	DNA_repair	-1.10326955227787	0.789274921144717	-0.00648599964880839	0.00674392436219738	NEUTRAL	NEUTRAL	-1.27559752009114	-0.0132299240110058	0.607268558587079
HO	MUS81	NoDrug	DMSO	Neutral	DNA_repair	-2.08811137843548	-3.97787215009422	-0.011336955353105	-0.0315616668716373	NEUTRAL	NEUTRAL	2.10365679307497	0.0202247115185323	0.387014731695551
MAG1	MUS81	NoDrug	DMSO	DNA_repair	DNA_repair	-0.559596748044463	0.0742236691117135	-0.00648287534418304	0.00132344308806031	NEUTRAL	NEUTRAL	-0.367123195491545	-0.00780631843224336	0.775452036549735
MAL13	MUS81	NoDrug	DMSO	Neutral	DNA_repair	-0.701699613889968	-3.17695837306266	-0.00545537428965221	-0.0365471026690551	NEUTRAL	NEUTRAL	2.23930495139534	0.0310917283794029	0.345039805041152
MMS1	MUS81	NoDrug	DMSO	DNA_repair	DNA_repair	-3.11637320508607	-5.96467083650348	-0.0379418761955071	-0.0922797255391319	NEUTRAL	NEUTRAL	2.76006533039287	0.0543378493436248	0.216765837761937
MMS4	MUS81	NoDrug	DMSO	DNA_repair	DNA_repair	-7.51940836975345	-5.73164935396046	-0.0708184888849063	-0.0877823583896197	AGGRAVATING	NEUTRAL	0.943513550130261	0.0169638695047134	0.713712953295253
MPH1	MUS81	NoDrug	DMSO	DNA_repair	DNA_repair	-7.81062716463134	-7.70188166156704	-0.279229627425428	-0.409514757664811	AGGRAVATING	AGGRAVATING	2.0334258961338	0.130285130239383	0.410095906819969
APT2	NGL3	NoDrug	DMSO	Neutral	Neutral	-3.1064409724531	-1.67221028651559	-0.019915149310332	-0.0170294884502407	NEUTRAL	NEUTRAL	-0.239798165981274	-0.00288566086009128	0.786037487596828
CLA4	NGL3	NoDrug	DMSO	DNA_repair	Neutral	-1.02988058899189	-2.00512524340324	-0.00506311188798558	-0.0151944375282235	NEUTRAL	NEUTRAL	1.12161024377325	0.0101313256402379	0.655838355314556
CSM2	NGL3	NoDrug	DMSO	DNA_repair	Neutral	-1.68248459987474	-0.785561909047846	-0.00925292045451719	-0.00655928974840518	NEUTRAL	NEUTRAL	-0.269411036682243	-0.00269363070611201	0.784642198640123
CSM3	NGL3	NoDrug	DMSO	DNA_repair	Neutral	0.53374416432738	-1.12492207065197	0.00253377852126815	-0.00837423724812288	NEUTRAL	NEUTRAL	1.23546157925824	0.010908015769391	0.629313904564734
FLO8	NGL3	NoDrug	DMSO	Neutral	Neutral	0.195591220973956	0.462909911786379	0.00102845783690778	0.00385208069573311	NEUTRAL	NEUTRAL	-0.286850514755001	-0.00282362285882534	0.784642198640123
GAL2	NGL3	NoDrug	DMSO	Neutral	Neutral	2.04688194432053	1.14153740344865	0.0105470201083144	0.00939433574589995	NEUTRAL	NEUTRAL	0.118716143307241	0.00115268436241445	0.82222834087866
HO	NGL3	NoDrug	DMSO	Neutral	Neutral	2.30426174132583	2.47163864732043	0.0109524286148398	0.0177848917820009	NEUTRAL	NEUTRAL	-0.792286881221635	-0.00683246316716113	0.731981070903332
MAG1	NGL3	NoDrug	DMSO	DNA_repair	Neutral	-0.975236495658449	-0.878949862610108	-0.00525397991981691	-0.0066888889335741	NEUTRAL	NEUTRAL	0.153893707533348	0.00143490901375719	0.816972900649558
MAL13	NGL3	NoDrug	DMSO	Neutral	Neutral	2.42055595577248	-0.452248437919849	0.015306428668807	-0.00430588808646777	NEUTRAL	NEUTRAL	1.71591109891509	0.0196123167552748	0.522580611341865
MMS1	NGL3	NoDrug	DMSO	DNA_repair	Neutral	-0.403858346460663	0.308322714574498	-0.00223500621335401	0.00244076870540482	NEUTRAL	NEUTRAL	-0.484090398864439	-0.00467577491875883	0.754895495778266
MMS4	NGL3	NoDrug	DMSO	DNA_repair	Neutral	-1.85963196191964	-1.16192727584066	-0.00963921921996423	-0.00884548169269582	NEUTRAL	NEUTRAL	-0.0861832727318807	-0.000793737527268404	0.82222834087866
MPH1	NGL3	NoDrug	DMSO	DNA_repair	Neutral	-0.720354178516995	-0.729059638830993	-0.00435821170631275	-0.00641072474100525	NEUTRAL	NEUTRAL	0.192300413640989	0.0020525130346925	0.802602028193711
MUS81	NGL3	NoDrug	DMSO	DNA_repair	Neutral	-0.078679060386313	-1.40447710542711	-0.000410702180587384	-0.0111207635258802	NEUTRAL	NEUTRAL	1.12929051905638	0.0107100613452928	0.655838355314556
APT2	PSY3	NoDrug	DMSO	Neutral	DNA_repair	4.30435641033448	0.661138730238294	0.0262312298265289	0.00613332707322827	NEUTRAL	NEUTRAL	1.81070026120594	0.0200979027533006	0.488686312624204
CLA4	PSY3	NoDrug	DMSO	DNA_repair	DNA_repair	3.10576466647853	0.563650457354646	0.0152161541965886	0.00389810752132735	NEUTRAL	NEUTRAL	1.33540326151288	0.0113180466752612	0.604802356475877
CSM2	PSY3	NoDrug	DMSO	DNA_repair	DNA_repair	10.4014180202467	7.05083333164577	0.0515412968538135	0.0520404063771394	ALLEVIATING	NEUTRAL	-0.0561436941978929	-0.000499109523325846	0.823961843387019
CSM3	PSY3	NoDrug	DMSO	DNA_repair	DNA_repair	0.192979015966651	-1.00713634127559	0.000865147249288669	-0.00657763005072726	NEUTRAL	NEUTRAL	0.939548558419036	0.00744277730001593	0.713712953295253
FLO8	PSY3	NoDrug	DMSO	Neutral	DNA_repair	-1.61932830475446	0.304993037955469	-0.00785967902438162	0.00227282259578733	NEUTRAL	NEUTRAL	-1.13933885961282	-0.0101325016201689	0.643954315284666
GAL2	PSY3	NoDrug	DMSO	Neutral	DNA_repair	0.55225222540533	-0.559984802030176	0.00263029765571613	-0.0039841011074629	NEUTRAL	NEUTRAL	0.772554256544306	0.00661439876317903	0.738635480440127
HO	PSY3	NoDrug	DMSO	Neutral	DNA_repair	-1.74672816424743	-3.02351554628675	-0.0077307632528843	-0.0202475183599021	NEUTRAL	NEUTRAL	1.55931972797747	0.0125167551070178	0.558239959258207
MAG1	PSY3	NoDrug	DMSO	DNA_repair	DNA_repair	1.50964493493949	-2.89467612022176	0.00808056504083654	-0.0204160455304952	NEUTRAL	NEUTRAL	3.21846871067998	0.0284966105713318	0.108783960430142
MAL13	PSY3	NoDrug	DMSO	Neutral	DNA_repair	-0.432092310584047	1.63588969341843	-0.00253743480209384	0.014203030581025	NEUTRAL	NEUTRAL	-1.59712003654679	-0.0167404653831188	0.545502139021753
MMS1	PSY3	NoDrug	DMSO	DNA_repair	DNA_repair	-8.78400279411244	-12.8074165993944	-0.0514982849369361	-0.100356809630003	AGGRAVATING	AGGRAVATING	4.99253483474926	0.0488585246930668	0.00151043488657458
MMS4	PSY3	NoDrug	DMSO	DNA_repair	DNA_repair	1.23629501310584	0.492255301287504	0.00620144733896121	0.00353870888034633	NEUTRAL	NEUTRAL	0.303762600804204	0.00266273845861488	0.784642198640123
MPH1	PSY3	NoDrug	DMSO	DNA_repair	DNA_repair	3.59233186337334	3.53444732001007	0.0217332615714953	0.0317876858663122	NEUTRAL	NEUTRAL	-0.927600957805977	-0.0100544242948169	0.708256232930532
MUS81	PSY3	NoDrug	DMSO	DNA_repair	DNA_repair	2.18470710638472	-0.158521648982892	0.0111872756036142	-0.00117034371373062	NEUTRAL	NEUTRAL	1.37537612617878	0.0123576193173448	0.598588738148628
NGL3	PSY3	NoDrug	DMSO	Neutral	DNA_repair	-1.60946667676278	2.05273424339072	-0.00681962505547974	0.0136896296186674	NEUTRAL	NEUTRAL	-2.59571248586909	-0.0205092546741471	0.243762928210482
APT2	RAD18	NoDrug	DMSO	Neutral	DNA_repair	-0.594183252150919	-0.731497016067487	-0.00527043033168949	-0.0100224231724211	NEUTRAL	NEUTRAL	0.291143522995416	0.00475199284073161	0.786037487596828
CLA4	RAD18	NoDrug	DMSO	DNA_repair	DNA_repair	-25.8236836628159	-23.6881930042601	-0.225905414990374	-0.321373701393229	AGGRAVATING	AGGRAVATING	5.91402768510103	0.0954682864028552	8.17699285548011e-05
CSM2	RAD18	NoDrug	DMSO	DNA_repair	DNA_repair	-0.00856140432268078	-1.01085704935959	-9.90412400431055e-05	-0.0169347135251426	NEUTRAL	NEUTRAL	0.826945186874214	0.0168356722850995	0.731981070903332
CSM3	RAD18	NoDrug	DMSO	DNA_repair	DNA_repair	-21.0613019481988	-18.554090937282	-0.247658033028825	-0.344877848986747	AGGRAVATING	AGGRAVATING	4.42011194004778	0.0972198159579223	0.00656344826289058
FLO8	RAD18	NoDrug	DMSO	Neutral	DNA_repair	-0.496309948432932	-0.994242187801639	-0.00420287053680472	-0.013598876994578	NEUTRAL	NEUTRAL	0.584077831488116	0.00939600645777331	0.741990593245449
GAL2	RAD18	NoDrug	DMSO	Neutral	DNA_repair	-0.827806268211676	0.306273399904399	-0.00745426003224542	0.00444480002063497	NEUTRAL	NEUTRAL	-0.696697293815948	-0.0118990600528804	0.738635480440127
HO	RAD18	NoDrug	DMSO	Neutral	DNA_repair	-0.199131379911207	-0.0171358663669781	-0.00190954885017424	-0.000244013225092695	NEUTRAL	NEUTRAL	-0.0970153893422176	-0.00166553562508155	0.81980612408864
MAG1	RAD18	NoDrug	DMSO	DNA_repair	DNA_repair	-6.37322268981488	-7.21835982021905	-0.05301117169455	-0.0886237262175949	NEUTRAL	NEUTRAL	2.40141375820493	0.0356125545230449	0.293878145229812
MAL13	RAD18	NoDrug	DMSO	Neutral	DNA_repair	-3.20015624620433	-1.3945069402753	-0.0325184109795534	-0.0201876854744393	NEUTRAL	NEUTRAL	-0.697165974896934	-0.0123307255051141	0.738635480440127
MMS1	RAD18	NoDrug	DMSO	DNA_repair	DNA_repair	-3.91318224342083	-4.41360622112662	-0.0433945847039141	-0.0704839626457084	NEUTRAL	NEUTRAL	1.39331875483166	0.0270893779417942	0.59410893216625
MMS4	RAD18	NoDrug	DMSO	DNA_repair	DNA_repair	-20.2722890731681	-21.7947210848356	-0.21693574873152	-0.350831543092368	AGGRAVATING	AGGRAVATING	6.92701645283962	0.133895794360849	1.79733900398027e-06
MPH1	RAD18	NoDrug	DMSO	DNA_repair	DNA_repair	-1.2984696094711	-2.29059895912329	-0.0166823771662446	-0.0386985272884667	NEUTRAL	NEUTRAL	1.03728880895755	0.0220161501222221	0.688512090656132
MUS81	RAD18	NoDrug	DMSO	DNA_repair	DNA_repair	-14.3582929811517	-14.9087068433387	-0.205794715038236	-0.297147743684986	AGGRAVATING	AGGRAVATING	3.72116908637996	0.0913530286467501	0.0383696917441924
NGL3	RAD18	NoDrug	DMSO	Neutral	DNA_repair	1.67832488056547	0.74007817174414	0.0138952067237219	0.00960071125784549	NEUTRAL	NEUTRAL	0.279055936617895	0.00429449546587646	0.786037487596828
PSY3	RAD18	NoDrug	DMSO	DNA_repair	DNA_repair	2.36409606220618	1.61596451050144	0.0163753444617831	0.0173350994868812	NEUTRAL	NEUTRAL	-0.0751608881047476	-0.00095975502509809	0.82222834087866
APT2	RAD5	NoDrug	DMSO	Neutral	DNA_repair	-0.956607824220435	1.16339514660028	-0.00808778368113106	0.0156015819324696	NEUTRAL	NEUTRAL	-1.49430833019284	-0.0236893656136007	0.561768502002132
CLA4	RAD5	NoDrug	DMSO	DNA_repair	DNA_repair	3.61013556527906	3.15981033530867	0.0200586261380605	0.0276938924696774	NEUTRAL	NEUTRAL	-0.73577313027727	-0.00763526633161686	0.738635480440127
CSM2	RAD5	NoDrug	DMSO	DNA_repair	DNA_repair	-1.16263052681077	0.141973363814488	-0.0112556526489343	0.00205369885765882	NEUTRAL	NEUTRAL	-0.764636596470614	-0.0133093515065931	0.73437730266842
